title,author,pg_code,author_id,book_id
"The Breaking of the Storm, Vol. I.","Spielhagen, Friedrich",34657,16311,3
"The Breaking of the Storm, Vol. II.","Spielhagen, Friedrich",34658,16311,4
"The Breaking of the Storm, Vol. III.","Spielhagen, Friedrich",34659,16311,5
Petticoat Rule,"Orczy, Emmuska Orczy, Baroness",34660,13139,13
The Pioneers,"Prichard, Katharine Susannah",34661,14076,0
Willing to Die: A Novel,"Le Fanu, Joseph Sheridan",34662,10235,19
Commodore Junk,"Fenn, George Manville",34663,5778,106
The Mynns' Mystery,"Fenn, George Manville",34664,5778,107
Christmas Penny Readings: Original Sketches for the Season,"Fenn, George Manville",34665,5778,108
Original Penny Readings: A Series of Short Sketches,"Fenn, George Manville",34666,5778,109
The Vee-Boers: A Tale of Adventure in Southern Africa,"Reid, Mayne",34667,14456,32
The Young Yagers: A Narrative of Hunting Adventures in Southern Africa,"Reid, Mayne",34668,14456,33
Lost Pond,"Abbott, Henry",34669,22,1
Camping at Cherry Pond,"Abbott, Henry",34670,22,2
Camps and Trails,"Abbott, Henry",34671,22,3
Fish Stories,"Abbott, Henry",34672,22,4
The Chief Engineer,"Abbott, Henry",34673,22,5
The Baron's Sons: A Romance of the Hungarian Revolution of 1848,"Jókai, Mór",34674,9450,21
Red Eagle and the Wars With the Creek Indians of Alabama.,"Eggleston, George Cary",34677,5386,4
Footsteps of Fate,"Couperus, Louis",34678,3957,3
Jonathan and His Continent: Rambles Through American Society,"O'Rell, Max",34679,13029,5
The Frontier Angel: A Romance of Kentucky Rangers' Life,"Ellis, Edward Sylvester",34681,5448,36
The Secret Pact,"Wirt, Mildred A. (Mildred Augustine)",34682,18939,6
"English Pharisees, French Crocodiles, and Other Anglo-French Typical Characters","O'Rell, Max",34684,13029,6
Vestigia. Vol. I.,"Fleming, George",34685,5991,0
Vestigia. Vol. II.,"Fleming, George",34686,5991,1
"Speeches, Addresses, and Occasional Sermons, Volume 3 (of 3)","Parker, Theodore",34688,13342,4
The Wishing Well,"Wirt, Mildred A. (Mildred Augustine)",34689,18939,7
Hoofbeats on the Turnpike,"Wirt, Mildred A. (Mildred Augustine)",34691,18939,8
The Lost Wagon,"Kjelgaard, Jim",34697,9816,1
Essays Upon Some Controverted Questions,"Huxley, Thomas Henry",34698,8897,45
The Tower of Oblivion,"Onions, Oliver",34703,13122,1
With God in the World: A Series of Papers,"Brent, Charles Henry",34706,2171,0
One of My Sons,"Green, Anna Katharine",34710,7117,32
Through Nature to God,"Fiske, John",34716,5938,11
We Were There at the Oklahoma Land Run,"Kjelgaard, Jim",34720,9816,2
The Lighter Side of School Life,"Hay, Ian",34721,7903,6
Lola,"Davis, Owen",34724,4539,0
The Hidden Force: A Story of Modern Java,"Couperus, Louis",34725,3957,4
A Sketch of the Life and Labors of George Whitefield,"Ryle, J. C. (John Charles)",34727,15127,0
"Betty Lee, Sophomore","Grove, Harriet Pyne",34728,7289,1
Charles Darwin,"Allen, Grant",34730,292,16
Max Carrados,"Bramah, Ernest",34732,2118,5
Beethoven : The story of a little boy who was forced to practice,"Tapper, Thomas",34737,16962,4
"The Ivory Gate, a new edition","Besant, Walter",34738,1532,6
Wayside and Woodland Trees: A pocket guide to the British sylva,"Step, Edward",34740,16490,0
The Two Twilights,"Beers, Henry A. (Henry Augustin)",34741,1307,7
Gamblers and Gambling,"Beecher, Henry Ward",34743,1290,2
The White Man's Foot,"Allen, Grant",34744,292,17
Problematic Characters: A Novel,"Spielhagen, Friedrich",34748,16311,6
"The Girls of Central High on Track and Field: Or, The Champions of the School League","Morrison, Gertrude W.",34749,12391,3
Romantic Spain: A Record of Personal Experiences (Vol. I),"O'Shea, John Augustus",34753,13034,1
"The Orpheus C. Kerr Papers, Series 2","Newell, R. H. (Robert Henry)",34754,12770,1
"Mashi, and Other Stories","Tagore, Rabindranath",34757,16929,17
813,"Leblanc, Maurice",34758,10294,11
Dr. Adriaan,"Couperus, Louis",34761,3957,5
The Cat and Fiddle Book: Eight Dramatised Nursery Rhymes for Nursery Performers,"Bell, Florence Eveleen Eleanore Olliffe, Lady",34763,1336,1
"Quisisana; or, Rest at Last","Spielhagen, Friedrich",34764,16311,7
The Story of the Atlantic Telegraph,"Field, Henry M. (Henry Martyn)",34765,5847,0
"Shorter Novels, Eighteenth Century: The History of Rasselas, Prince of Abyssinia; The Castle of Otranto, a Gothic Story; Vathek, an Arabian Tale","Johnson, Samuel",34766,9291,23
Told by the death's head : $b a romantic tale,"Jókai, Mór",34770,9450,22
Stained Glass Tours in France,"Sherrill, Charles Hitchcock",34772,15768,0
Woodcraft,"Kreps, Elmer Harry",34773,9944,1
The Boss of Wind River,"Chisholm, A. M. (Arthur Murray)",34775,3281,2
The Wayfarers,"Snaith, J. C. (John Collis)",34776,16158,1
A Lame Dog's Diary,"Macnaughtan, S. (Sarah)",34777,11102,2
Nooks and Corners of Cornwall,"Dawson Scott, C. A. (Catharine Amy)",34778,4558,0
"Lachesis Lapponica; Or, A Tour in Lapland, Volume 1","Linné, Carl von",34779,10578,0
"Fish Populations, Following a Drought, in the Neosho and Marais des Cygnes Rivers of Kansas","Deacon, James E.",34787,4644,1
Perverted Proverbs: A Manual of Immorals for the Many,"Graham, Harry",34790,7023,0
The Song of Songs,"Sudermann, Hermann",34791,16787,15
"Where Duty Called; or, In Honor Bound","Browne, George Waldo",34792,2402,0
The Golden Triangle: The Return of Arsène Lupin,"Leblanc, Maurice",34795,10294,12
"The Man from Archangel, and Other Tales of Adventure","Doyle, Arthur Conan",34797,5036,57
"A Runaway Brig; Or, An Accidental Cruise","Otis, James",34799,13194,25
Why Joan?,"Kelly, Eleanor Mercein",34801,9572,1
Vasco Nuñez de Balboa,"Ober, Frederick A. (Frederick Albion)",34802,13045,2
What was the Gunpowder Plot? The Traditional Story Tested by Original Evidence,"Gerard, John",34807,6648,1
"The Swiss Family Robinson; or, Adventures on a Desert Island","Wyss, Johann David",34808,19203,2
"Tales of the Wonder Club, Volume II","Halidom, M. Y.",34817,7445,1
Stained Glass Tours in England,"Sherrill, Charles Hitchcock",34818,15768,1
The Century Cook Book,"Ronald, Mary",34822,14887,0
The Value of Money,"Anderson, Benjamin M. (Benjamin McAlester)",34823,411,0
She Buildeth Her House,"Comfort, Will Levington",34825,3692,4
The Rider of Golden Bar,"White, William Patterson",34826,18574,2
"Memoirs of Service Afloat, During the War Between the States","Semmes, Raphael",34827,15580,1
"Sentimental Education; Or, The History of a Young Man. Volume 1","Flaubert, Gustave",34828,5982,10
"The Sick-a-Bed Lady: And Also Hickory Dock, The Very Tired Girl, The Happy-Day, Something That Happened in October, The Amateur Lover, Heart of The City, The Pink Sash, Woman's Only Business","Abbott, Eleanor Hallowell",34829,18,6
Little Frankie and his Mother,"Leslie, Madeline",34830,10433,15
Guilt of the Brass Thieves,"Wirt, Mildred A. (Mildred Augustine)",34831,18939,9
Voice from the Cave,"Wirt, Mildred A. (Mildred Augustine)",34832,18939,10
The Pagan's Cup,"Hume, Fergus",34835,8772,9
"A New Pocket Gopher (Genus Thomomys), from Eastern Colorado","Hall, E. Raymond (Eugene Raymond)",34836,7460,24
The Life of Napoleon Bonaparte. Vol. 4 (of 4),"Sloane, William Milligan",34838,15972,3
Greek Sculpture: A collection of sixteen pictures of Greek marbles with introduction and interpretation,"Hurll, Estelle M. (Estelle May)",34842,8850,11
"The Boys of '61: or, Four Years of Fighting, Personal Observations with the Army and Navy","Coffin, Charles Carleton",34843,3552,3
Mammals of the San Gabriel Mountains of California,"Vaughan, Terry A.",34848,17794,1
"The Rival Crusoes; Or, The Ship Wreck: Also A Voyage to Norway; and The Fisherman's Cottage.","Strickland, Agnes",34849,16728,0
Signal in the Dark,"Wirt, Mildred A. (Mildred Augustine)",34850,18939,11
Moonshine & Clover,"Housman, Laurence",34852,8604,6
The Abiding Presence of the Holy Ghost in the Soul,"Jarrett, Bede",34855,9147,1
The Ordeal of Richard Feverel: A History of a Father and Son,"Meredith, George",34858,11900,109
East of Suez: A Play in Seven Scenes,"Maugham, W. Somerset (William Somerset)",34860,11532,9
The Pursuit,"Savile, Frank (Frank Mackenzie)",34861,15306,0
"The Conquest of Canada, Vol. 2","Warburton, George",34862,18104,1
The Boys of Old Monmouth: A Story of Washington's Campaign in New Jersey in 1778,"Tomlinson, Everett T. (Everett Titsworth)",34864,17314,3
Great Mysteries and Little Plagues,"Neal, John",34865,12685,0
"The Ports, Harbours, Watering-places and Picturesque Scenery of Great Britain Vol. 1","Finden, W. (William)",34866,5879,0
"The Ports, Harbours, Watering-places and Picturesque Scenery of Great Britain Vol. 2","Finden, W. (William)",34867,5879,1
Hammer and Anvil: A Novel,"Spielhagen, Friedrich",34868,16311,8
The Englishman from Paris,"Murphy, Arthur",34871,12549,1
Historic Homes of New England,"Northend, Mary Harrod",34873,12918,1
Spain,"Webster, Wentworth",34875,18329,0
Chats on Old Furniture: A Practical Guide for Collectors,"Hayden, Arthur",34877,7913,0
Barrington. Volume 1 (of 2),"Lever, Charles James",34882,10451,39
Barrington. Volume 2 (of 2),"Lever, Charles James",34883,10451,40
"Tales of the Trains: Being Some Chapters of Railroad Romance by Tilbury Tramp, Queen's Messenger","Lever, Charles James",34884,10451,41
Garden Ornaments,"Northend, Mary Harrod",34885,12918,2
St. George for England: A Tale of Cressy and Poitiers,"Henty, G. A. (George Alfred)",34886,8095,80
Romain Rolland: The Man and His Work,"Zweig, Stefan",34888,19330,1
Proclaim Liberty!,"Seldes, Gilbert",34890,15561,0
Castle Hohenwald: A Romance,"Streckfuss, Adolf",34892,16715,0
Colonial Homes and Their Furnishings,"Northend, Mary Harrod",34897,12918,3
Irish Nationality,"Green, Alice Stopford",34900,7116,1
On Liberty,"Mill, John Stuart",34901,12007,10
Basque Legends; With an Essay on the Basque Language,"Webster, Wentworth",34902,18329,1
"Works of Martin Luther, with Introductions and Notes (Volume II)","Luther, Martin",34904,10851,15
"The Jumblies, and Other Nonsense Verses","Lear, Edward",34906,10279,7
The Irish on the Somme: Being a Second Series of 'The Irish at the Front',"MacDonagh, Michael",34907,10943,1
The Inner Beauty,"Maeterlinck, Maurice",34910,11126,10
The Yellow Rose,"Jókai, Mór",34911,9450,23
Woman in Science: With an Introductory Chapter on Woman's Long Struggle for Things of the Mind,"Zahm, J. A. (John Augustine)",34912,19299,0
"Abolition Fanaticism in New York: Speech of a Runaway Slave from Baltimore, at an Abolition; Meeting in New York, Held May 11, 1847","Douglass, Frederick",34915,5005,4
"The Chainbearer; Or, The Littlepage Manuscripts","Cooper, James Fenimore",34916,3841,36
The Lonely House,"Streckfuss, Adolf",34917,16715,1
Vision House,"Williamson, C. N. (Charles Norris)",34919,18800,25
"Silver Pitchers: and Independence, a Centennial Love Story","Alcott, Louisa May",34920,213,30
"A History of Pendennis, Volume 1: His fortunes and misfortunes, his friends and his greatest enemy","Thackeray, William Makepeace",34922,17080,31
"Breaking with the Past; Or, Catholic Principles Abandoned at the Reformation","Gasquet, Francis Aidan",34923,6571,0
Parlous Times: A Novel of Modern Diplomacy,"Wells, David Dwight",34925,18384,2
The Camp Fire Girls in After Years,"Vandercook, Margaret",34926,17774,11
The Ranch Girls and Their Great Adventure,"Vandercook, Margaret",34927,17774,12
The Ranch Girls at Home Again,"Vandercook, Margaret",34928,17774,13
The Ranch Girls in Europe,"Vandercook, Margaret",34929,17774,14
Thomas Moore,"Gwynn, Stephen Lucius",34930,7363,4
The Woman of Mystery,"Leblanc, Maurice",34931,10294,13
Mystery and Confidence: A Tale. Vol. 1,"Pinchard, Elizabeth Sibthorpe",34932,13787,0
Mystery and Confidence: A Tale. Vol. 3,"Pinchard, Elizabeth Sibthorpe",34933,13787,1
"£19,000","Delannoy, Burford",34934,4686,0
Consequences,"Delafield, E. M.",34935,4679,0
"The Blood of Rachel, a Dramatization of Esther, and Other Poems","Noe, Cotton",34936,12876,1
Education: How Old The New,"Walsh, James J. (James Joseph)",34938,18068,3
The Secret of Sarek,"Leblanc, Maurice",34939,10294,14
"The Life of Bret Harte, with Some Account of the California Pioneers","Merwin, Henry Childs",34940,11930,1
Scamping Tricks and Odd Knowledge Occasionally Practised upon Public Works,"Newman, John",34942,12779,0
Among the Meadow People,"Pierson, Clara Dillingham",34943,13770,1
"Brenda, Her School and Her Club","Reed, Helen Leah",34944,14416,0
The Golden Web,"Oppenheim, E. Phillips (Edward Phillips)",34945,13128,49
"King Spruce, A Novel","Day, Holman",34948,4578,8
Some Reptiles and Amphibians from Korea,"Webb, Robert G.",34949,18307,2
Rowing,"Lehmann, R. C. (Rudolf Chambers)",34950,10365,1
Quicksands,"Streckfuss, Adolf",34953,16715,2
"Systematic Status of the Colubrid Snake, Leptodeira discolor Günther","Duellman, William Edward",34954,5123,8
The children of Alsace : $b (Les Oberlés),"Bazin, René",34957,1199,5
"Khaled, A Tale of Arabia","Crawford, F. Marion (Francis Marion)",34959,4077,33
"Boon, The Mind of the Race, The Wild Asses of the Devil, and The Last Trump;: Being a First Selection from the Literary Remains of George Boon, Appropriate to the Times","Wells, H. G. (Herbert George)",34962,18387,46
Irish History and the Irish Question,"Smith, Goldwin",34965,16059,4
Eidola,"Manning, Frederic",34966,11239,0
"The Descent of Man and Selection in Relation to Sex, Vol. I","Darwin, Charles",34967,4447,29
Mystery and Confidence: A Tale. Vol. 2,"Pinchard, Elizabeth Sibthorpe",34968,13787,2
Pierre; or The Ambiguities,"Melville, Herman",34970,11872,17
Among the Forest People,"Pierson, Clara Dillingham",34971,13770,2
The Spy of the Rebellion: Being a True History of the Spy System of the United States Army during the Late Rebellion,"Pinkerton, Allan",34973,13797,5
Whispering Walls,"Wirt, Mildred A. (Mildred Augustine)",34975,18939,12
Dutch and English on the Hudson: A Chronicle of Colonial New York,"Goodwin, Maud Wilder",34977,6928,1
Burning Sands,"Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)",34978,18348,1
The Adventures of a Freshman,"Williams, Jesse Lynch",34986,18765,0
"The Blacksmith's Hammer; or, The Peasant Code: A Tale of the Grand Monarch","Sue, Eugène",34987,16788,38
Canoeing in the wilderness,"Thoreau, Henry David",34990,17204,8
Too Rich: A Romance,"Streckfuss, Adolf",34995,16715,3
The Delafield Affair,"Kelly, Florence Finch",34996,9575,3
"The Mad Lover, a Tragi-Comedy: The Works of Francis Beaumont and John Fletcher (3 of 10)","Beaumont, Francis",35000,1247,8
Among the Pond People,"Pierson, Clara Dillingham",35002,13770,3
The House in the Mist,"Green, Anna Katharine",35003,7117,33
Abbé Aubain and Mosaics,"Mérimée, Prosper",35004,12618,3
"Vineta, the Phantom City","Werner, E.",35007,18418,1
Concerning Belinda,"Brainerd, Eleanor Hoyt",35008,2116,0
A Search For A Secret: A Novel. Vol. 1,"Henty, G. A. (George Alfred)",35012,8095,81
Chopin : The Story of the Boy Who Made Beautiful Melodies,"Tapper, Thomas",35013,16962,5
Among the Night People,"Pierson, Clara Dillingham",35014,13770,4
"A Letter to Grover Cleveland: On His False Inaugural Address, The Usurpations and Crimes of Lawmakers and Judges, and the Consequent Poverty, Ignorance, and Servitude Of The People","Spooner, Lysander",35016,16331,4
Half-Hours with the Idiot,"Bangs, John Kendrick",35017,935,27
The Diamond Pin,"Wells, Carolyn",35022,18382,28
Garrick's Pupil,"Filon, Augustin",35023,5870,0
Self-Determining Haiti: Four articles reprinted from The Nation embodying a report of an investigation made for the National Association for the Advancement of Colored People.,"Johnson, James Weldon",35025,9281,2
Half-Past Bedtime,"Bashford, H. H. (Henry Howarth), Sir",35029,1126,0
The Land of Frozen Suns: A Novel,"Sinclair, Bertrand W.",35031,15899,6
Success and How He Won It,"Werner, E.",35032,18418,2
Lost Farm Camp,"Knibbs, Henry Herbert",35034,9850,5
The Actress' Daughter: A Novel,"Fleming, May Agnes",35035,5993,6
Napoleon's Young Neighbor,"Reed, Helen Leah",35037,14416,1
The Carleton Case,"Clark, Ellery H. (Ellery Harding)",35038,3367,0
Notes of an Itinerant Policeman,"Flynt, Josiah",35040,6052,0
Winter Fun,"Stoddard, William O.",35042,16637,6
Hybridization Between Two Species of Garter Snakes,"Smith, Hobart M. (Hobart Muir)",35043,16070,2
"The Boys of the Wireless; Or, A Stirring Rescue from the Deep","Webster, Frank V.",35044,18318,14
Teddy and Carrots: Two Merchants of Newpaper Row,"Otis, James",35046,13194,26
Little Robins' Love One to Another,"Leslie, Madeline",35047,10433,16
Spotted Deer,"Gregor, Elmer Russell",35049,7169,0
Organizing and Building Up the Sunday School: Modern Sunday School Manuals,"Hurlbut, Jesse Lyman",35050,8849,2
Ruthless Rhymes for Heartless Homes,"Graham, Harry",35051,7023,1
A Pasteboard Crown: A Story of the New York Stage,"Morris, Clara",35055,12367,2
"Dilemmas of Pride, (Vol 2 of 3)","Loudon, Mrs. (Margracia)",35057,10748,0
"Dilemmas of Pride, (Vol 3 of 3)","Loudon, Mrs. (Margracia)",35058,10748,1
Familiar Faces,"Graham, Harry",35059,7023,2
The Negro in Literature and Art in the United States,"Brawley, Benjamin Griffith",35063,2146,1
"The Pocket Bible; or, Christian the Printer: A Tale of the Sixteenth Century","Sue, Eugène",35067,16788,39
The Car That Went Abroad: Motoring Through the Golden Age,"Paine, Albert Bigelow",35068,13254,23
The Sign of Flame,"Werner, E.",35069,18418,3
Franz Schubert : The Story of the Boy Who Wrote Beautiful Songs,"Tapper, Thomas",35070,16962,6
The Boy Scouts on the Range,"Goldfrap, John Henry",35071,6879,8
In the Mountains,"Von Arnim, Elizabeth",35072,17918,9
His Unknown Wife,"Tracy, Louis",35074,17368,17
Ghetto Tragedies,"Zangwill, Israel",35076,19303,9
Girl Alone,"Austin, Anne",35077,699,1
The Mesa Trail,"Bedford-Jones, H. (Henry)",35078,1278,1
The Rustle of Silk,"Hamilton, Cosmo",35079,7540,1
A Hero of Ticonderoga,"Robinson, Rowland Evans",35080,14794,0
The People's Idea of God: Its Effect On Health And Christianity,"Eddy, Mary Baker",35081,5309,11
Saboteurs on the River,"Wirt, Mildred A. (Mildred Augustine)",35082,18939,13
Swamp Island,"Wirt, Mildred A. (Mildred Augustine)",35083,18939,14
The Eleusinian Mysteries and Rites,"Wright, Dudley",35087,19130,0
Billy Bunny and Daddy Fox,"Cory, David",35090,3915,10
The Road to Understanding,"Porter, Eleanor H. (Eleanor Hodgman)",35093,13944,12
The century of Columbus,"Walsh, James J. (James Joseph)",35095,18068,4
No Surrender,"Werner, E.",35096,18418,4
Edvard Grieg : The Story of the Boy Who Made Music in the Land of the Midnight Sun,"Tapper, Thomas",35097,16962,7
Sonnets and Songs,"Whitney, Helen Hay",35098,18613,1
Shakespeare's England,"Winter, William",35105,18930,1
Abington Abbey: A Novel,"Marshall, Archibald",35106,11341,1
An Essay on the Development of Christian Doctrine,"Newman, John Henry",35110,12780,9
Comfort Found in Good Old Books,"Fitch, George Hamlin",35113,5945,2
"Wine, Water, and Song","Chesterton, G. K. (Gilbert Keith)",35115,3258,39
Saint Michael: A Romance,"Werner, E.",35116,18418,5
Lord Tony's Wife: An Adventure of the Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness",35117,13139,14
"Portrait and Biography of Parson Brownlow, The Tennessee Patriot","Brownlow, William Gannaway",35122,2424,1
Dumas' Paris,"Mansfield, M. F. (Milburg Francisco)",35125,11251,5
Frank Merriwell's Return to Yale,"Standish, Burt L.",35127,16394,13
Wagner : The Story of the Boy Who Wrote Little Plays,"Tapper, Thomas",35128,16962,8
The Promise of Air,"Blackwood, Algernon",35132,1722,15
"The South-West, by a Yankee. In Two Volumes. Volume 1","Ingraham, J. H. (Joseph Holt)",35133,8956,0
Partners: A Novel.,"Werner, E.",35135,18418,6
Pilgrim Trails: A Plymouth-to-Provincetown Sketchbook,"Warner, Frances Lester",35136,18158,0
Manual for Noncommissioned Officers and Privates of Cavalry of the Army: of the United States 1917. To be also used by Engineer Companies (Mounted) for Cavalry Instruction and Training,United States. War Department,35139,17668,2
"The Blind Mother, and The Last Confession","Caine, Hall, Sir",35140,2770,13
The Plowshare and the Sword: A Tale of Old Quebec,"Trevena, John",35141,17413,2
Hermann: A Novel,"Werner, E.",35142,18418,7
"The Martins Of Cro' Martin, Vol. I (of II)","Lever, Charles James",35143,10451,42
"The Martins Of Cro' Martin, Vol. II (of II)","Lever, Charles James",35144,10451,43
"Paul Gosslett's Confessions in Love, Law, and The Civil Service","Lever, Charles James",35145,10451,44
The Solitary Farm,"Hume, Fergus",35146,8772,10
A Maid of the Kentucky Hills,"Litsey, Edwin Carlile",35147,10601,2
Here and Hereafter,"Pain, Barry",35148,13253,4
"Algic Researches, Comprising Inquiries Respecting the Mental Characteristics of the North American Indians, First Series. Indian Tales and Legends, Vol. 1 of 2","Schoolcraft, Henry Rowe",35152,15402,4
Far Off Things,"Machen, Arthur",35153,11044,4
A Hero of the Pen,"Werner, E.",35154,18418,8
"The South-West, by a Yankee. In Two Volumes. Volume 2","Ingraham, J. H. (Joseph Holt)",35156,8956,1
Handel : The Story of a Little Boy who Practiced in an Attic,"Tapper, Thomas",35157,16962,9
Verdi : The Story of the Little Boy who Loved the Hand Organ,"Tapper, Thomas",35158,16962,10
An Essay on Criticism,"Oldmixon, Mr. (John)",35159,13091,1
"Gullible's Travels, Etc.","Lardner, Ring",35162,10141,3
The Secret Battle,"Herbert, A. P. (Alan Patrick)",35164,8099,0
"The Crooked Stick; Or, Pollie's Probation","Boldrewood, Rolf",35165,1865,3
Danira,"Werner, E.",35168,18418,9
The Rhesus of Euripides,Euripides,35170,5570,6
The Trojan Women of Euripides,Euripides,35171,5570,7
The Bacchae of Euripides,Euripides,35173,5570,8
"Algic Researches, Comprising Inquiries Respecting the Mental Characteristics of the North American Indians, First Series. Indian Tales and Legends, Vol. 2 of 2","Schoolcraft, Henry Rowe",35175,15402,5
Ben Pepper,"Sidney, Margaret",35178,15846,7
The Three Sapphires,"Fraser, William Alexander",35179,6288,3
"Sergeant Silk, the Prairie Scout","Leighton, Robert",35180,10385,5
"Memoir of Queen Adelaide, Consort of King William IV.","Doran, Dr. (John)",35182,4955,0
"Memorials of the Sea: My Father: Being Records of the Adventurous Life of the Late William Scoresby, Esq. of Whitby","Scoresby, William",35183,15440,0
The Character of the British Empire,"Muir, Ramsay",35184,12493,1
A Round Dozen,"Coolidge, Susan",35186,3822,10
Dream Days,"Grahame, Kenneth",35187,7032,8
The Fire Bird,"Stratton-Porter, Gene",35188,16707,10
Some notes on the bibliography of the Philippines,"Middleton, Thomas C. (Thomas Cooke)",35191,11988,0
"A Season at Harrogate: In a Series of Poetical Epistles, from Benjamin Blunderhead, Esquire, to His Mother, in Derbyshire. With Useful and Copious Notes, Descriptive of the Objects Most Worthy of Attention in the Vicinity of Harrogate","Hofland, Mrs. (Barbara)",35193,8379,1
The Niagara River,"Hulbert, Archer Butler",35194,8751,2
"The Fatal Cord, and The Falcon Rover","Reid, Mayne",35195,14456,34
Gwen Wynn: A Romance of the Wye,"Reid, Mayne",35196,14456,35
"The Bandolero; Or, A Marriage among the Mountains","Reid, Mayne",35197,14456,36
What Not: A Prophetic Comedy,"Macaulay, Rose",35198,11014,5
"""Clear the Track!"" A Story of To-day","Werner, E.",35201,18418,10
Sense of Obligation,"Harrison, Harry",35204,7743,10
Who?,"Kent, Elizabeth",35205,9641,0
"Brother Against Brother; Or, The War on the Border","Optic, Oliver",35206,13133,47
The Courier of the Ozarks,"Dunn, Byron A. (Byron Archibald)",35207,5189,1
"On Canada's Frontier: Sketches of History, Sport, and Adventure and of the Indians, Missionaries, Fur-traders, and Newer Settlers of Western Canada","Ralph, Julian",35208,14284,0
War,"Loti, Pierre",35211,10744,11
The Cathedrals of Southern France,"Mansfield, M. F. (Milburg Francisco)",35212,11251,6
"Afloat in the Forest; Or, A Voyage among the Tree-Tops","Reid, Mayne",35213,14456,37
"The Guerilla Chief, and Other Tales","Reid, Mayne",35214,14456,38
The French Revolution,"Belloc, Hilaire",35215,1371,20
Historic Handbook of the Northern Tour: Lakes George and Champlain; Niagara; Montreal; Quebec,"Parkman, Francis",35216,13353,8
The Setons,"Douglas, O.",35218,5001,2
White Slavery in the Barbary States,"Sumner, Charles",35222,16810,2
"Sketches in Canada, and rambles among the red men","Jameson, Mrs. (Anna)",35224,9120,3
A Selection from the Poems of William Morris,"Morris, William",35227,12384,25
Airy Fairy Lilian,Duchess,35228,5111,14
The Alpine Fay: A Romance,"Werner, E.",35229,18418,11
Serbia: A Sketch,"Reed, Helen Leah",35231,14416,2
"The Streets of Ascalon: Episodes in the Unfinished Career of Richard Quarren, Esqre.","Chambers, Robert W. (Robert William)",35233,3151,31
Cathedral Cities of England: 60 reproductions from original water-colours,"Collins, W. W. (William Wiehe)",35237,3646,1
The Grandchildren of the Ghetto,"Zangwill, Israel",35238,19303,10
Oldfield: A Kentucky Tale of the Last Century,"Banks, Nancy Huston",35239,941,1
A Woman's Burden: A Novel,"Hume, Fergus",35240,8772,11
The Awakening of Spring: A Tragedy of Childhood,"Wedekind, Frank",35242,18331,2
Right off the Bat: Baseball Ballads,"Kirk, William Frederick",35243,9783,1
Arne: A Sketch of Norwegian Country Life,"Bjørnson, Bjørnstjerne",35246,1687,9
That Affair at Elizabeth,"Stevenson, Burton Egbert",35247,16549,12
"Nan Sherwood at Lakeview Hall; Or, The Mystery of the Haunted Boathouse","Carr, Annie Roe",35248,2969,4
Under a Charm: A Novel. Vol. I,"Werner, E.",35251,18418,12
Under a Charm: A Novel. Vol. II,"Werner, E.",35252,18418,13
Under a Charm: A Novel. Vol. III,"Werner, E.",35253,18418,14
In the Onyx Lobby,"Wells, Carolyn",35254,18382,29
The Systematic Status of Eumeces pluvialis Cope,"Smith, Hobart M. (Hobart Muir)",35255,16070,3
Your Negro Neighbor,"Brawley, Benjamin Griffith",35256,2146,2
Menotah: A Tale of the Riel Rebellion,"Trevena, John",35259,17413,3
"Rubáiyát of Omar Khayyam, Rendered into English Verse",Omar Khayyam,35260,13120,2
A Search For A Secret: A Novel. Vol. 2,"Henty, G. A. (George Alfred)",35265,8095,82
A Search For A Secret: A Novel. Vol. 3,"Henty, G. A. (George Alfred)",35266,8095,83
The Childerbridge Mystery,"Boothby, Guy",35277,1925,5
Mattie:—A Stray (Vol 3 of 3),"Robinson, F. W. (Frederick William)",35278,14778,0
The Literature of Ecstasy,"Mordell, Albert",35279,12315,0
The Joyous Story of Toto,"Richards, Laura Elizabeth Howe",35281,14569,23
Fräulein Schmidt and Mr. Anstruther,"Von Arnim, Elizabeth",35282,17918,10
"Riven Bonds. Vol. I.: A Novel, in Two Volumes","Werner, E.",35283,18418,15
"Riven Bonds.  Vol. II.: A Novel, in Two Volumes","Werner, E.",35284,18418,16
Mattie:—A Stray (Vol 1 of 3),"Robinson, F. W. (Frederick William)",35290,14778,1
Mattie:—A Stray (Vol 2 of 3),"Robinson, F. W. (Frederick William)",35291,14778,2
A Wife's Duty: A Tale,"Opie, Amelia",35294,13125,0
The Maroon,"Reid, Mayne",35295,14456,39
"Sir Brook Fossbrooke, Volume I.","Lever, Charles James",35296,10451,45
"Sir Brook Fossbrooke, Volume II.","Lever, Charles James",35297,10451,46
Rambles and Studies in Greece,"Mahaffy, J. P. (John Pentland)",35298,11144,0
The Real Robert Burns,"Hughes, James L. (James Laughlin)",35299,8729,0
Louisiana,"Burnett, Frances Hodgson",35300,2614,35
The Genial Idiot: His Views and Reviews,"Bangs, John Kendrick",35302,935,28
"Beaumont and Fletcher's Works, Vol. 08 of 10","Beaumont, Francis",35303,1247,9
The Last Stroke: A Detective Story,"Lynch, Lawrence L.",35304,10879,3
Mr Punch's Pocket Ibsen - A Collection of Some of the Master's Best Known Dramas,"Anstey, F.",35305,484,7
Jasper Lyle,"Ward, Mrs.",35307,18126,0
